"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb249790",0.3433435,1,"No","0.3433435"
"Zm00001eb244390",0.3439597,1,"No","0.3439597"
"Zm00001eb065800",0.3448402,1,"No","0.3448402"
"Zm00001eb014370",0.345299882826638,2,"Yes","0.9552831,0.2024116"
"Zm00001eb309900",0.3453047,1,"No","0.3453047"
"Zm00001eb429620",0.346327583666913,3,"Yes","0.5740984,0.08065336,0.4074429"
"Zm00001eb357680",0.346443220069889,4,"Yes","0.1639282,0.8370877,0.2220186,0.4606276"
"Zm00001eb428810",0.3467119,1,"No","0.3467119"
"Zm00001eb216400",0.346888122101152,7,"Yes","0.02964505,0.809021,0.8326145,0.9191635,0.8901669,0.2479973,0.7174622"
"Zm00001eb040010",0.3472581,1,"No","0.3472581"
"Zm00001eb059320",0.3478107,1,"No","0.3478107"
"Zm00001eb161040",0.347828,1,"No","0.347828"
"Zm00001eb138050",0.348162938934333,3,"Yes","0.3947872,0.3088093,0.1720011"
"Zm00001eb010450",0.3482879,1,"No","0.3482879"
"Zm00001eb107350",0.3490798,1,"No","0.3490798"
"Zm00001eb290760",0.349331555926293,9,"Yes","0.8910006,0.781614,0.4136561,0.3818827,0.3712323,0.03898606,0.07033693,0.8390579,0.5393269"
"Zm00001eb057360",0.349474830517986,3,"Yes","0.6706735,0.5912119,0.08158209"
"Zm00001eb248360",0.3497862,1,"No","0.3497862"
"Zm00001eb119990",0.349915459896454,3,"Yes","0.2823095,0.3065256,0.860974"
"Zm00001eb350890",0.35030945541431,2,"Yes","0.2453332,0.9606186"
"Zm00001eb239020",0.350342281422666,3,"Yes","0.1808721,0.4079942,0.315399"
"Zm00001eb198440",0.350448777024939,6,"Yes","0.6991627,0.3447161,0.134985,0.4537319,0.0434001,0.6630359"
"Zm00001eb060520",0.350524122978348,8,"Yes","0.3594415,0.09608361,0.333487,0.1137676,0.2663614,0.7896687,0.1478892,0.3394548"
"Zm00001eb060530",0.350524122978348,8,"Yes","0.3594415,0.09608361,0.333487,0.1137676,0.2663614,0.7896687,0.1478892,0.3394548"
"Zm00001eb042700",0.351190993074043,3,"Yes","0.1890032,0.3007025,0.9602119"
"Zm00001eb139940",0.3513138,1,"No","0.3513138"
"Zm00001eb229760",0.351420729393722,5,"Yes","0.7069994,0.3921509,0.3622585,0.04233634,0.8987592"
"Zm00001eb045230",0.352092462411796,4,"Yes","0.22031,0.541145,0.7106746,0.1788516"
"Zm00001eb045240",0.352092462411796,4,"Yes","0.22031,0.541145,0.7106746,0.1788516"
"Zm00001eb052910",0.352482156899936,2,"Yes","0.8846674,0.1999693"
"Zm00001eb068300",0.353003048283696,5,"Yes","0.1654806,0.6054002,0.6447311,0.3149469,0.2172348"
"Zm00001eb122550",0.353296676614352,5,"Yes","0.6221141,0.8116087,0.3891975,0.04418391,0.415312"
"Zm00001eb367170",0.353367526695402,3,"Yes","0.1047156,0.7618305,0.9937046"
"Zm00001eb160200",0.353715012124963,4,"Yes","0.08010175,0.2317055,0.4450226,0.237775"
"Zm00001eb212270",0.354285526677587,6,"Yes","0.4985941,0.3251478,0.1280987,0.7393026,0.3727146,0.1168215"
"Zm00001eb290460",0.3542877,1,"No","0.3542877"
"Zm00001eb326360",0.355987917501884,4,"Yes","0.06775843,0.7148525,0.9269283,0.3316277"
"Zm00001eb289590",0.3560556799945,3,"Yes","0.9473793,0.08315149,0.5038684"
"Zm00001eb314540",0.356918047508272,5,"Yes","0.4806621,0.930435,0.1530508,0.1508416,0.5438309"
"Zm00001eb053490",0.3581214,1,"No","0.3581214"
"Zm00001eb395090",0.358304130854342,4,"Yes","0.2300178,0.9546144,0.2355997,0.2574888"
"Zm00001eb194620",0.35860938528352,2,"Yes","0.7587646,0.1991687"
"Zm00001eb151170",0.3586719,1,"No","0.3586719"
"Zm00001eb002100",0.359003123325884,14,"Yes","0.7642435,0.03024982,0.8929719,0.4484167,0.08399524,0.2716132,0.0832555,0.6055533,0.3123305,0.5037718,0.6281657,0.9651594,0.390044,0.7076594"
"Zm00001eb042520",0.359022572844972,3,"Yes","0.09564701,0.3181226,0.3058537"
"Zm00001eb160190",0.359212,1,"No","0.359212"
"Zm00001eb098010",0.359227152486458,2,"Yes","0.1997332,0.6532088"
"Zm00001eb122990",0.3594447,1,"No","0.3594447"
"Zm00001eb070920",0.3596349,1,"No","0.3596349"
"Zm00001eb096580",0.359909214917399,4,"Yes","0.801819,0.8384306,0.7554992,0.08713156"
"Zm00001eb213300",0.360380733937653,7,"Yes","0.02870803,0.3808621,0.128513,0.4053611,0.3601074,0.7754609,0.2231799"
"Zm00001eb061870",0.360583175201514,2,"Yes","0.2529125,0.5875453"
"Zm00001eb194140",0.36087105608994,3,"Yes","0.483871,0.3089975,0.1006766"
"Zm00001eb068110",0.361208126789752,9,"Yes","0.8419902,0.7188616,0.6124264,0.3348213,0.7130352,0.5384356,0.9929486,0.9822507,0.02205779"
"Zm00001eb430940",0.361401908234929,9,"Yes","0.6526246,0.5574213,0.170884,0.9475075,0.3647795,0.8453848,0.95336,0.02013824,0.6653577"
"Zm00001eb167940",0.361410623242884,8,"Yes","0.2719603,0.5622827,0.6577489,0.225754,0.1600784,0.9697562,0.2261987,0.3807626"
"Zm00001eb232490",0.362000641531294,3,"Yes","0.2719316,0.3418011,0.198884"
"Zm00001eb395220",0.362224696524398,2,"Yes","0.5510442,0.2014182"
"Zm00001eb107910",0.362289061727869,4,"Yes","0.865192,0.8550679,0.2376159,0.2035321"
"Zm00001eb119970",0.362878626758651,2,"Yes","0.2069763,0.2570124"
"Zm00001eb394440",0.3629247,1,"No","0.3629247"
"Zm00001eb283170",0.3629474,1,"No","0.3629474"
"Zm00001eb194130",0.3631294,1,"No","0.3631294"
"Zm00001eb159030",0.3635965,1,"No","0.3635965"
"Zm00001eb075330",0.364018507282454,3,"Yes","0.6118881,0.8613484,0.08749695"
"Zm00001eb066370",0.364701928836321,14,"Yes","0.5971344,0.8068566,0.5739081,0.553876,0.8999128,0.8232675,0.0131713,0.9897819,0.6223056,0.3783442,0.6356638,0.6950761,0.5228703,0.5723709"
"Zm00001eb300210",0.364734699918582,6,"Yes","0.9073514,0.4736434,0.03896987,0.7134328,0.9007294,0.9177863"
"Zm00001eb360630",0.365124971142718,2,"Yes","0.2035788,0.5277412"
"Zm00001eb279900",0.366447120353922,4,"Yes","0.8500521,0.6180803,0.1619571,0.2382643"
"Zm00001eb324120",0.366497476363642,2,"Yes","0.2040732,0.6168781"
"Zm00001eb204710",0.366595609431272,5,"Yes","0.1950678,0.4732841,0.3106603,0.6700201,0.2143143"
"Zm00001eb018030",0.366646096388317,6,"Yes","0.1523262,0.5396166,0.1256132,0.6286414,0.2529329,0.3566551"
"Zm00001eb328160",0.3677597,1,"No","0.3677597"
"Zm00001eb068840",0.367835924072616,2,"Yes","0.8908906,0.2127462"
"Zm00001eb279350",0.367920952157005,2,"Yes","0.5372288,0.2144064"
"Zm00001eb011830",0.368140727871369,4,"Yes","0.8338989,0.07180808,0.6397905,0.2553253"
"Zm00001eb041680",0.368144945973294,3,"Yes","0.3014735,0.2469039,0.9617306"
"Zm00001eb205250",0.368551154334999,5,"Yes","0.3222146,0.9648824,0.2176065,0.05400537,0.9778272"
"Zm00001eb049630",0.368585425966972,6,"Yes","0.1530933,0.5019672,0.5465205,0.2337427,0.234897,0.8123191"
"Zm00001eb302700",0.3693875,1,"No","0.3693875"
"Zm00001eb318990",0.370102195446767,4,"Yes","0.2232751,0.1869266,0.9239134,0.9715585"
"Zm00001eb277950",0.370995474562315,4,"Yes","0.5900796,0.2587205,0.07796947,0.3988244"
"Zm00001eb048950",0.3712212,1,"No","0.3712212"
"Zm00001eb417110",0.3717383,1,"No","0.3717383"
"Zm00001eb298900",0.3721244,1,"No","0.3721244"
"Zm00001eb351600",0.3725569,1,"No","0.3725569"
"Zm00001eb158170",0.372780085798482,3,"Yes","0.7443514,0.19963,0.3284474"
"Zm00001eb039840",0.3728055,1,"No","0.3728055"
"Zm00001eb405120",0.374593,1,"No","0.374593"
"Zm00001eb418020",0.374720432689995,2,"Yes","0.4833707,0.2595048"
"Zm00001eb238930",0.3749513,1,"No","0.3749513"
"Zm00001eb432440",0.375291419754722,4,"Yes","0.08271857,0.5620181,0.8141041,0.5224983"
"Zm00001eb406310",0.376031733190953,10,"Yes","0.6509997,0.7917586,0.835833,0.2006224,0.3515423,0.452348,0.7312089,0.1989138,0.05155073,0.07592818"
"Zm00001eb420550",0.376168296598626,4,"Yes","0.2343835,0.224734,0.4560652,0.5071818"
"Zm00001eb127220",0.376405289716819,2,"Yes","0.2235044,0.5803936"
"Zm00001eb216930",0.3766609,1,"No","0.3766609"
"Zm00001eb167230",0.376815216426796,2,"Yes","0.5254007,0.2146022"
"Zm00001eb408140",0.376830217044118,2,"Yes","0.212711,0.2369748"
"Zm00001eb408150",0.376830217044118,2,"Yes","0.212711,0.2369748"
"Zm00001eb386880",0.376846684270497,2,"Yes","0.2222666,0.9958429"
"Zm00001eb213050",0.377652763279322,2,"Yes","0.5888042,0.2137618"
"Zm00001eb004250",0.378061693764766,2,"Yes","0.947388,0.2114449"
"Zm00001eb200620",0.378248731166003,2,"Yes","0.2150303,0.9539603"
"Zm00001eb357700",0.378390513886287,9,"Yes","0.3466603,0.1772965,0.9464175,0.9545816,0.3247125,0.2671133,0.3318121,0.559627,0.04260499"
"Zm00001eb389540",0.3784826,1,"No","0.3784826"
"Zm00001eb174880",0.3785713,1,"No","0.3785713"
"Zm00001eb224260",0.3791375,1,"No","0.3791375"
"Zm00001eb021170",0.3792577,1,"No","0.3792577"
"Zm00001eb077210",0.379582024452741,2,"Yes","0.3012995,0.212333"
"Zm00001eb033780",0.3803663,1,"No","0.3803663"
"Zm00001eb090130",0.3807071,1,"No","0.3807071"
"Zm00001eb210730",0.381063192463053,3,"Yes","0.3536726,0.0918808,0.6473137"
"Zm00001eb010040",0.381097459576235,2,"Yes","0.2169414,0.3467638"
"Zm00001eb077940",0.38134461535643,2,"Yes","0.213787,0.8926287"
"Zm00001eb015340",0.381384699042083,12,"Yes","0.4062336,0.4683626,0.4029613,0.3456943,0.2500965,0.3997519,0.1249467,0.3284989,0.1325926,0.2734916,0.04828635,0.2857977"
"Zm00001eb233580",0.382007722001108,2,"Yes","0.6090007,0.214102"
"Zm00001eb286430",0.3823754,1,"No","0.3823754"
"Zm00001eb051730",0.3824107,1,"No","0.3824107"
"Zm00001eb245640",0.3825009,1,"No","0.3825009"
"Zm00001eb374080",0.383007410077351,11,"Yes","0.3898867,0.07698084,0.1139767,0.7815716,0.9128374,0.1202275,0.951351,0.4525922,0.8842853,0.9822701,0.4910434"
"Zm00001eb034980",0.3856324,1,"No","0.3856324"
"Zm00001eb417030",0.3858991,1,"No","0.3858991"
"Zm00001eb417040",0.3858991,1,"No","0.3858991"
"Zm00001eb217270",0.386021943786066,3,"Yes","0.4732604,0.09184896,0.9778417"
"Zm00001eb217280",0.386021943786066,3,"Yes","0.4732604,0.09184896,0.9778417"
"Zm00001eb318600",0.386042397440571,4,"Yes","0.2181165,0.3628983,0.2332648,0.6489573"
"Zm00001eb002830",0.386097775186076,2,"Yes","0.7817452,0.2166925"
"Zm00001eb253890",0.3864388,1,"No","0.3864388"
"Zm00001eb010150",0.386524864023599,2,"Yes","0.2187922,0.9871005"
"Zm00001eb140660",0.3868786,1,"No","0.3868786"
"Zm00001eb067930",0.3868912,1,"No","0.3868912"
"Zm00001eb304860",0.387075924575885,3,"Yes","0.3132589,0.1794101,0.6798143"
"Zm00001eb321560",0.387265966566923,20,"Yes","0.7297005,0.9227987,0.1282751,0.136473,0.1977894,0.3061703,0.3406761,0.1047381,0.07334746,0.08187688,0.4161521,0.3029377,0.5057524,0.9652599,0.1910278,0.5309864,0.3742101,0.613126,0.4391152,0.3224572"
"Zm00001eb236380",0.387762,1,"No","0.387762"
"Zm00001eb103560",0.387870641029115,2,"Yes","0.6388167,0.2199283"
"Zm00001eb194000",0.388287895071457,5,"Yes","0.3745824,0.6626583,0.3076606,0.1420051,0.1613799"
"Zm00001eb129510",0.388539991595537,4,"Yes","0.5103442,0.7440864,0.2429419,0.2297749"
"Zm00001eb360010",0.388633877249625,6,"Yes","0.9854818,0.782565,0.923733,0.04748466,0.8930294,0.3920648"
"Zm00001eb231990",0.389538137679979,8,"Yes","0.6542601,0.4472397,0.09614859,0.3187118,0.7449538,0.6739751,0.8157109,0.03645477"
"Zm00001eb241910",0.3896427,1,"No","0.3896427"
"Zm00001eb364930",0.38987149942851,2,"Yes","0.2188917,0.9468059"
"Zm00001eb057860",0.3903685,1,"No","0.3903685"
"Zm00001eb231700",0.390443517379282,2,"Yes","0.8630862,0.2458005"
"Zm00001eb053480",0.391079675733378,3,"Yes","0.1718552,0.3340127,0.7747358"
"Zm00001eb017490",0.391355256619449,6,"Yes","0.1388483,0.9180211,0.271254,0.3051411,0.4192809,0.1407994"
"Zm00001eb211410",0.3917277,1,"No","0.3917277"
"Zm00001eb212500",0.391784097706634,9,"Yes","0.3086642,0.07942312,0.2423781,0.8094847,0.8249487,0.6870401,0.9525484,0.8409383,0.03107796"
"Zm00001eb001430",0.391788359789403,11,"Yes","0.1484317,0.7420114,0.67242,0.9844378,0.2531718,0.2333265,0.3121949,0.7860471,0.9511329,0.03443763,0.06389312"
"Zm00001eb171180",0.3917961,1,"No","0.3917961"
"Zm00001eb276970",0.3920763,1,"No","0.3920763"
"Zm00001eb053500",0.3922708,1,"No","0.3922708"
"Zm00001eb425330",0.392292999656623,3,"Yes","0.5284265,0.0940441,0.7869738"
"Zm00001eb252630",0.394184810407486,5,"Yes","0.05108789,0.9660946,0.2239426,0.6604345,0.4529821"
"Zm00001eb035390",0.3942889,1,"No","0.3942889"
"Zm00001eb399480",0.394329782978994,3,"Yes","0.8026018,0.09594759,0.4270623"
"Zm00001eb107080",0.394386704487412,3,"Yes","0.3380245,0.222121,0.9590469"
"Zm00001eb205350",0.3944095,1,"No","0.3944095"
"Zm00001eb386370",0.394574,1,"No","0.394574"
"Zm00001eb272870",0.394773275930563,2,"Yes","0.2244548,0.6726633"
"Zm00001eb172860",0.395012821668796,7,"Yes","0.07912266,0.1370317,0.4857205,0.5272587,0.6417589,0.1992072,0.6169967"
"Zm00001eb251290",0.3954976,1,"No","0.3954976"
"Zm00001eb146030",0.3963031,1,"No","0.3963031"
"Zm00001eb283560",0.396537614266083,2,"Yes","0.5968577,0.2233943"
"Zm00001eb278980",0.396715908269234,2,"Yes","0.3765721,0.2241033"
"Zm00001eb397930",0.396930356679246,5,"Yes","0.4731361,0.2311529,0.1293095,0.33989,0.3268724"
"Zm00001eb391540",0.396933,1,"No","0.396933"
"Zm00001eb276520",0.3971156,1,"No","0.3971156"
"Zm00001eb253180",0.3986235,1,"No","0.3986235"
"Zm00001eb213350",0.398824746387294,2,"Yes","0.7512686,0.2257205"
"Zm00001eb254890",0.399026862017699,2,"Yes","0.8065634,0.2371945"
"Zm00001eb429440",0.39947303356965,5,"Yes","0.2891919,0.9722894,0.3355787,0.5745522,0.09169099"
"Zm00001eb301240",0.399727639435363,2,"Yes","0.2259267,0.290279"
"Zm00001eb005770",0.39979885634828,2,"Yes","0.8274814,0.225583"
"Zm00001eb352460",0.399930307987462,3,"Yes","0.8786055,0.2000232,0.3340881"
"Zm00001eb121230",0.399956489832898,3,"Yes","0.991698,0.1002762,0.3983157"
"Zm00001eb361850",0.40017839639895,2,"Yes","0.240648,0.2255612"
"Zm00001eb041740",0.4010445,1,"No","0.4010445"
"Zm00001eb362780",0.401177681291881,5,"Yes","0.2640326,0.237497,0.6574051,0.6431744,0.3176019"
"Zm00001eb362790",0.401177681291881,5,"Yes","0.2640326,0.237497,0.6574051,0.6431744,0.3176019"
"Zm00001eb069390",0.4011884,1,"No","0.4011884"
"Zm00001eb066690",0.401210324661865,6,"Yes","0.3031653,0.5587246,0.9666378,0.04343024,0.7780022,0.810716"
"Zm00001eb075700",0.4012722,1,"No","0.4012722"
"Zm00001eb287890",0.401591836236471,4,"Yes","0.1293924,0.2412682,0.3433127,0.5074128"
"Zm00001eb145730",0.402402204886632,3,"Yes","0.1259429,0.8404402,0.3412814"
"Zm00001eb096480",0.4024442,1,"No","0.4024442"
"Zm00001eb140390",0.402879991133851,3,"Yes","0.6122587,0.09943611,0.8689848"
"Zm00001eb153470",0.4029869,1,"No","0.4029869"
"Zm00001eb387040",0.403216477904945,7,"Yes","0.1603201,0.3528518,0.3229988,0.3010585,0.317939,0.3459972,0.58214"
"Zm00001eb091740",0.4032566,1,"No","0.4032566"
"Zm00001eb006560",0.4047212,1,"No","0.4047212"
"Zm00001eb321510",0.4055012,1,"No","0.4055012"
"Zm00001eb053970",0.405968723793159,13,"Yes","0.08126153,0.79834,0.8165088,0.2666598,0.9942661,0.2194397,0.1531767,0.0155281,0.8772615,0.9193586,0.4009572,0.8485132,0.5808302"
"Zm00001eb074580",0.4062043,1,"No","0.4062043"
"Zm00001eb212550",0.406567580473528,2,"Yes","0.579901,0.2297174"
"Zm00001eb363300",0.4066779,1,"No","0.4066779"
"Zm00001eb395180",0.406690819825818,4,"Yes","0.2330916,0.7752468,0.5439191,0.2582667"
"Zm00001eb429740",0.407160879675284,3,"Yes","0.3207831,0.5384032,0.3420077"
"Zm00001eb429200",0.407404024805041,5,"Yes","0.2512061,0.5014399,0.4011049,0.3336541,0.05454593"
"Zm00001eb114060",0.4075579,1,"No","0.4075579"
"Zm00001eb000670",0.407938895478873,2,"Yes","0.2759332,0.2682874"
"Zm00001eb302640",0.408022337372864,2,"Yes","0.2732349,0.2435612"
"Zm00001eb067610",0.408638500709577,2,"Yes","0.2310253,0.9645497"
"Zm00001eb041380",0.409138120268386,2,"Yes","0.2321064,0.8328106"
"Zm00001eb022260",0.4096458,1,"No","0.4096458"
"Zm00001eb012300",0.4098209,1,"No","0.4098209"
"Zm00001eb167240",0.410138,1,"No","0.410138"
"Zm00001eb018290",0.4101845,1,"No","0.4101845"
"Zm00001eb427860",0.4105466,1,"No","0.4105466"
"Zm00001eb274050",0.410695515414942,4,"Yes","0.08810626,0.8407053,0.7582288,0.7545961"
"Zm00001eb154390",0.4107283,1,"No","0.4107283"
"Zm00001eb039810",0.4108541,1,"No","0.4108541"
"Zm00001eb158750",0.411022513886955,6,"Yes","0.7547307,0.3246349,0.9909147,0.07112578,0.4256705,0.147721"
"Zm00001eb192640",0.411291384460228,2,"Yes","0.8921806,0.2328028"
"Zm00001eb365650",0.411393849578875,2,"Yes","0.2431277,0.6558132"
"Zm00001eb326960",0.412527090897572,2,"Yes","0.449235,0.2335944"
"Zm00001eb191380",0.41323825453824,2,"Yes","0.2339927,0.6849402"
"Zm00001eb324780",0.4133582,1,"No","0.4133582"
"Zm00001eb378830",0.4138601,1,"No","0.4138601"
"Zm00001eb251920",0.413904321179739,2,"Yes","0.2530464,0.2970111"
"Zm00001eb210610",0.4139111,1,"No","0.4139111"
"Zm00001eb308990",0.415686945813484,2,"Yes","0.2361688,0.4340307"
"Zm00001eb396780",0.415721466036229,2,"Yes","0.2472504,0.2943881"
"Zm00001eb396790",0.415721466036229,2,"Yes","0.2472504,0.2943881"
"Zm00001eb347340",0.4160077,1,"No","0.4160077"
"Zm00001eb067080",0.416292398296354,5,"Yes","0.5282346,0.7625614,0.7870198,0.1485543,0.173341"
"Zm00001eb013940",0.416452510204031,4,"Yes","0.1939914,0.7037648,0.254644,0.3459545"
"Zm00001eb321720",0.416682645483782,3,"Yes","0.1054725,0.4591138,0.4180111"
"Zm00001eb281130",0.4166868,1,"No","0.4166868"
"Zm00001eb224960",0.417177887962636,4,"Yes","0.2582295,0.5721293,0.6050285,0.2136478"
"Zm00001eb121710",0.4176516,1,"No","0.4176516"
"Zm00001eb140930",0.41770514437263,3,"Yes","0.5129921,0.1258556,0.335966"
"Zm00001eb347420",0.4177121,1,"No","0.4177121"
"Zm00001eb178710",0.418616427718319,3,"Yes","0.1031561,0.8867439,0.9707839"
"Zm00001eb151590",0.418875303538944,2,"Yes","0.238754,0.9957749"
"Zm00001eb023620",0.4189378,1,"No","0.4189378"
"Zm00001eb198010",0.4191037,1,"No","0.4191037"
"Zm00001eb391570",0.4193953,1,"No","0.4193953"
"Zm00001eb047280",0.420402556539144,2,"Yes","0.2425734,0.6453337"
"Zm00001eb176380",0.4209481,1,"No","0.4209481"
"Zm00001eb285420",0.4209793,1,"No","0.4209793"
"Zm00001eb407570",0.42104288747981,9,"Yes","0.1570273,0.9973092,0.03370914,0.8763055,0.5452631,0.3034586,0.5550871,0.2444138,0.81219"
"Zm00001eb424050",0.4214633,1,"No","0.4214633"
"Zm00001eb219690",0.421587834949103,2,"Yes","0.2529834,0.9995047"
"Zm00001eb248640",0.421983,1,"No","0.421983"
"Zm00001eb222250",0.422174737759686,2,"Yes","0.2504819,0.4332812"
"Zm00001eb068100",0.422355493526582,3,"Yes","0.82555,0.1826739,0.3592406"
"Zm00001eb198370",0.42346,1,"No","0.42346"
"Zm00001eb158770",0.4242753,1,"No","0.4242753"
"Zm00001eb279940",0.4243601,1,"No","0.4243601"
"Zm00001eb326030",0.4246648,1,"No","0.4246648"
"Zm00001eb425870",0.424828951206173,3,"Yes","0.1061545,0.3863312,0.6765433"
"Zm00001eb398930",0.4253238,1,"No","0.4253238"
"Zm00001eb040910",0.425520182896807,6,"Yes","0.83305,0.05360524,0.3358402,0.7238713,0.8934329,0.8165054"
"Zm00001eb103990",0.425951430750387,2,"Yes","0.251291,0.5015401"
"Zm00001eb142310",0.4267869,1,"No","0.4267869"
"Zm00001eb247680",0.426815704559947,2,"Yes","0.9778822,0.262436"
"Zm00001eb192250",0.426932840478202,4,"Yes","0.2646312,0.6465049,0.5206204,0.1566554"
"Zm00001eb048870",0.427046506689597,2,"Yes","0.7353431,0.2430641"
"Zm00001eb154950",0.427420408147686,2,"Yes","0.6706305,0.2441069"
"Zm00001eb218860",0.4280305,1,"No","0.4280305"
"Zm00001eb002640",0.42903653092575,6,"Yes","0.8748603,0.3138865,0.5121496,0.04901131,0.4944769,0.7241467"
"Zm00001eb278360",0.429049111583308,5,"Yes","0.5344408,0.07523496,0.8249314,0.9337885,0.7982078"
"Zm00001eb416910",0.429081369287544,2,"Yes","0.2667159,0.5798382"
"Zm00001eb001120",0.4294,1,"No","0.4294"
"Zm00001eb251710",0.429564617047754,3,"Yes","0.6209711,0.8653377,0.1056338"
"Zm00001eb101390",0.429579223284278,2,"Yes","0.7122908,0.2525895"
"Zm00001eb212420",0.429895349750148,3,"Yes","0.9581073,0.9132981,0.1066497"
"Zm00001eb007080",0.431001788872878,3,"Yes","0.3638641,0.7681983,0.2992306"
"Zm00001eb220030",0.431851697691795,3,"Yes","0.3638643,0.3255081,0.6180291"
"Zm00001eb415980",0.4329329,1,"No","0.4329329"
"Zm00001eb415990",0.4329329,1,"No","0.4329329"
"Zm00001eb365430",0.433063,1,"No","0.433063"
"Zm00001eb159160",0.43401580486184,5,"Yes","0.1345703,0.9942422,0.9997624,0.2956787,0.3431372"
"Zm00001eb413550",0.434168425428386,2,"Yes","0.3404691,0.2478485"
"Zm00001eb255570",0.4342807,1,"No","0.4342807"
"Zm00001eb065870",0.434342599260383,22,"Yes","0.582029,0.01964969,0.2343792,0.1677744,0.5602391,0.1292969,0.3563798,0.4175164,0.7732681,0.1838205,0.4353336,0.4604922,0.4570832,0.5659848,0.8750673,0.1924746,0.7191858,0.9654611,0.7838966,0.05088505,0.5277073,0.06183035"
"Zm00001eb241980",0.434364014240534,2,"Yes","0.5884659,0.2498286"
"Zm00001eb211770",0.434903867506249,2,"Yes","0.9330199,0.249449"
"Zm00001eb002590",0.434930508563527,3,"Yes","0.8908753,0.3461093,0.1492519"
"Zm00001eb430880",0.434985632312129,2,"Yes","0.2561252,0.9088055"
"Zm00001eb428590",0.436270727074843,4,"Yes","0.2732812,0.5927278,0.7737039,0.09864635"
"Zm00001eb266670",0.436477938311012,3,"Yes","0.216083,0.3579257,0.9774636"
"Zm00001eb122610",0.43653992838961,2,"Yes","0.6675444,0.2494054"
"Zm00001eb322260",0.4365504,1,"No","0.4365504"
"Zm00001eb128990",0.437270051327582,4,"Yes","0.6175316,0.2289905,0.2712807,0.7315622"
"Zm00001eb157730",0.438131206559777,9,"Yes","0.1291253,0.296279,0.2707488,0.05140332,0.494275,0.3522391,0.4800662,0.8137033,0.8444816"
"Zm00001eb211370",0.438586237302055,3,"Yes","0.1108674,0.3946267,0.4690418"
"Zm00001eb244350",0.440745424482083,2,"Yes","0.6456936,0.2763907"
"Zm00001eb059030",0.4407576,1,"No","0.4407576"
"Zm00001eb175720",0.44080523191153,2,"Yes","0.2976075,0.2527918"
"Zm00001eb244990",0.440820688205386,4,"Yes","0.3092607,0.09782752,0.5278936,0.8238017"
"Zm00001eb137090",0.44083,1,"No","0.44083"
"Zm00001eb345450",0.4411807,1,"No","0.4411807"
"Zm00001eb304150",0.4412395,1,"No","0.4412395"
"Zm00001eb052280",0.4417853,1,"No","0.4417853"
"Zm00001eb082690",0.441859772518231,3,"Yes","0.3704718,0.6337167,0.2487011"
"Zm00001eb019240",0.4427422,1,"No","0.4427422"
"Zm00001eb006790",0.442947416449678,3,"Yes","0.9775314,0.8134112,0.1117817"
"Zm00001eb105360",0.443222490619488,3,"Yes","0.714723,0.9387654,0.1124521"
"Zm00001eb367870",0.443448508045578,9,"Yes","0.8083085,0.1189023,0.87384,0.2456197,0.227356,0.9644673,0.5499337,0.337106,0.2651889"
"Zm00001eb242080",0.4441601,1,"No","0.4441601"
